R(variables[0]=0.8),R(variables[0]=0.8131313131313131),R(variables[0]=0.8262626262626263),R(variables[0]=0.8393939393939395),R(variables[0]=0.8525252525252526),R(variables[0]=0.8656565656565657),R(variables[0]=0.8787878787878789),R(variables[0]=0.891919191919192),R(variables[0]=0.9050505050505051),R(variables[0]=0.9181818181818182),R(variables[0]=0.9313131313131313),R(variables[0]=0.9444444444444445),R(variables[0]=0.9575757575757576),R(variables[0]=0.9707070707070707),R(variables[0]=0.983838383838384),R(variables[0]=0.9969696969696971),R(variables[0]=1.0101010101010102),R(variables[0]=1.0232323232323233),R(variables[0]=1.0363636363636364),R(variables[0]=1.0494949494949495),R(variables[0]=1.0626262626262628),R(variables[0]=1.0757575757575757),R(variables[0]=1.088888888888889),R(variables[0]=1.1020202020202021),R(variables[0]=1.1151515151515152),R(variables[0]=1.1282828282828283),R(variables[0]=1.1414141414141414),R(variables[0]=1.1545454545454548),R(variables[0]=1.1676767676767676),R(variables[0]=1.180808080808081),R(variables[0]=1.193939393939394),R(variables[0]=1.2070707070707072),R(variables[0]=1.2202020202020203),R(variables[0]=1.2333333333333334),R(variables[0]=1.2464646464646465),R(variables[0]=1.2595959595959596),R(variables[0]=1.272727272727273),R(variables[0]=1.2858585858585858),R(variables[0]=1.2989898989898991),R(variables[0]=1.3121212121212122),R(variables[0]=1.3252525252525253),R(variables[0]=1.3383838383838385),R(variables[0]=1.3515151515151516),R(variables[0]=1.3646464646464649),R(variables[0]=1.3777777777777778),R(variables[0]=1.390909090909091),R(variables[0]=1.4040404040404042),R(variables[0]=1.4171717171717173),R(variables[0]=1.4303030303030304),R(variables[0]=1.4434343434343435),R(variables[0]=1.4565656565656566),R(variables[0]=1.4696969696969697),R(variables[0]=1.482828282828283),R(variables[0]=1.495959595959596),R(variables[0]=1.5090909090909093),R(variables[0]=1.5222222222222224),R(variables[0]=1.5353535353535355),R(variables[0]=1.5484848484848486),R(variables[0]=1.5616161616161617),R(variables[0]=1.574747474747475),R(variables[0]=1.587878787878788),R(variables[0]=1.6010101010101012),R(variables[0]=1.6141414141414143),R(variables[0]=1.6272727272727274),R(variables[0]=1.6404040404040405),R(variables[0]=1.6535353535353536),R(variables[0]=1.6666666666666667),R(variables[0]=1.6797979797979798),R(variables[0]=1.6929292929292932),R(variables[0]=1.706060606060606),R(variables[0]=1.7191919191919194),R(variables[0]=1.7323232323232325),R(variables[0]=1.7454545454545456),R(variables[0]=1.7585858585858587),R(variables[0]=1.7717171717171718),R(variables[0]=1.7848484848484851),R(variables[0]=1.797979797979798),R(variables[0]=1.8111111111111113),R(variables[0]=1.8242424242424244),R(variables[0]=1.8373737373737375),R(variables[0]=1.8505050505050507),R(variables[0]=1.8636363636363638),R(variables[0]=1.8767676767676769),R(variables[0]=1.88989898989899),R(variables[0]=1.903030303030303),R(variables[0]=1.9161616161616164),R(variables[0]=1.9292929292929295),R(variables[0]=1.9424242424242426),R(variables[0]=1.9555555555555557),R(variables[0]=1.9686868686868688),R(variables[0]=1.981818181818182),R(variables[0]=1.994949494949495),R(variables[0]=2.008080808080808),R(variables[0]=2.0212121212121215),R(variables[0]=2.034343434343435),R(variables[0]=2.0474747474747477),R(variables[0]=2.0606060606060606),R(variables[0]=2.073737373737374),R(variables[0]=2.086868686868687),R(variables[0]=2.1)
7.17407639259648,7.199846065857262,7.225615739118044,7.251385412378825,7.276999448246642,7.300840272365691,7.324681096484741,7.34852192060379,7.37236274472284,7.39714448163918,7.422376172677561,7.447607863715941,7.472839554754321,7.496870799761908,7.5197718639122115,7.542672928062515,7.565573992212819,7.586734786167381,7.607119829537789,7.627335772126653,7.647551714715518,7.668815694649735,7.690229109370911,7.711642524092087,7.731837158350252,7.74998080747181,7.768124456593369,7.786338563641202,7.805552819331749,7.824767075022295,7.843981330712841,7.8642631657222335,7.884609362720478,7.904955559718722,7.921137755979091,7.937295643092529,7.953650105519781,7.970747700723473,7.987247336050309,7.999969641581703,8.013113856754417,8.026948448527087,8.047106017072982,8.06356203869048,8.083610550501653,8.098213866424263,8.106792423104766,8.114492082113554,8.130079380187468,8.14572389762997,8.154263433520274,8.165824076724752,8.183813156016166,8.196248118084133,8.205753129452852,8.215722829353954,8.225986797123147,8.23655138094861,8.247586775187775,8.259065638873084,8.265072449999979,8.26832430225215,8.28120953791339,8.29469479372558,8.295072349999979,8.308677790292986,8.310072299999979,8.310072299999979,8.313105343965544,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.310772791148407,8.310072299999979,8.302563733018617,8.291476223606734,8.273401240527273,8.250072499999979,8.220072599999979,8.175072749999979,8.115072949999979,8.188691170571104,8.23695908640027,8.338657308832763,8.412004549655066,8.400071999999977,8.556424882092045,8.51715893499069,8.670071099999976,8.73215105555791,8.805070649999976,8.775070749999976,8.835070549999976,8.932219089953556,9.073731917102501,8.997061644102462,9.109815596165324
10.283751273632836,10.304181694568365,10.322562063879147,10.344087645298485,10.36623418346248,10.385028998759955,10.403507360091357,10.42048019767859,10.443080536307388,10.462926772723115,10.481464223086514,10.497871621448004,10.515509593268103,10.534098405533845,10.55373659839487,10.5719794820122,10.587813481772486,10.604711886098194,10.621932242046938,10.638871430339016,10.65598700264889,10.67458852690411,10.689451594843128,10.709743742940157,10.722085914891286,10.737488971458635,10.74824063386106,10.760052510965453,10.77383458165703,10.785064049999994,10.796629992703904,10.808207439577783,10.819804162193266,10.831294842865733,10.841957769750207,10.853153745692548,10.86546680245483,10.874081759151185,10.883731904596354,10.893985458304783,10.905063650000002,10.915333137023946,10.920558456151495,10.932229373242418,10.938797148284047,10.948953285541991,10.95602395562432,10.961346437576887,10.967725643031644,10.977544280782404,10.984586353155757,10.99072498055996,10.997301100216841,11.003788148897216,11.008307380125695,11.01006330000001,11.013066108697974,11.018410442840958,11.023325138336244,11.025063250000011,11.025063250000011,11.025204324861484,11.029750517792568,11.030144014580255,11.029537872245932,11.03115668966848,11.032029485459555,11.030449959854524,11.031479273102867,11.029492268352671,11.025063250000011,11.025063250000011,11.022610288641566,11.015476971730836,11.01006330000001,11.00091810591752,10.99506335000001,10.986777881420657,10.980063400000008,10.968889783085604,10.96063898382665,10.948075780114014,10.935063550000004,10.920063600000004,10.905063650000002,10.885485313273184,10.863229342432842,10.838877208028782,10.815063949999995,10.786327740059738,10.755775661724055,10.73103185892744,10.704734375389897,10.671135984592373,10.658142428587526,10.635064549999981,10.617193565058423,10.600393063688932,10.60659685942725,10.609578451648026
10.487757515616345,10.505010679305014,10.522456970451072,10.537979153231857,10.554755627332652,10.57179960436612,10.586459823830197,10.601128413666846,10.61974516105911,10.636556562570279,10.654320488997804,10.671550113526285,10.686408523930579,10.703676440697103,10.72182542289658,10.739366935671368,10.756398350867464,10.771772083468235,10.786589340053036,10.798208920793112,10.81221654504285,10.829192294072712,10.844887413565411,10.859128866661708,10.870574521260972,10.885567577577689,10.900171663856062,10.91200182645003,10.922043604729753,10.932329111684155,10.945980875771907,10.959024450194319,10.97244298118628,10.984453402084268,10.9950415821313,11.004881981558665,11.01569072007147,11.026017030008676,11.03641616186395,11.044145342418034,11.053184087438089,11.062156161595398,11.071123720995432,11.07963528388444,11.085649136478334,11.093876364153836,11.100063000000016,11.107056531676596,11.11475338550545,11.118873983742242,11.124857181668332,11.130062900000018,11.134861340607058,11.141113342542294,11.14506285000002,11.148457125843027,11.154079471006789,11.158678829901318,11.160062800000022,11.164056302538194,11.167644097235767,11.169692732861705,11.174048194876539,11.173345496890786,11.175062750000022,11.175062750000022,11.175557941254707,11.177037236135817,11.178952064350007,11.175062750000022,11.175062750000022,11.175062750000022,11.172302293341701,11.165390406771326,11.160062800000022,11.15321691882579,11.14506285000002,11.141297707377168,11.130062900000018,11.12420673945432,11.115062950000018,11.106634670413094,11.095788664858631,11.085063050000016,11.068850685573612,11.051311194479224,11.033371162545155,11.012511959242172,10.990551266200699,10.965063450000006,10.935840885199065,10.906128040360692,10.879430258100497,10.851859595423889,10.837958738613915,10.820765747383357,10.809322067254886,10.793633265324083,10.798301613363574,10.802205739283574
10.642582521540255,10.656251251375396,10.671837795644121,10.685688113954388,10.701617736103548,10.721108552744125,10.736087328933127,10.75449178160224,10.770081286277428,10.782385265789292,10.797062041397309,10.812693580671764,10.828829276543587,10.841363187812629,10.853664514989248,10.868020470672233,10.881271695762218,10.892538350968195,10.90535847776743,10.920398093677646,10.933296308555377,10.945550763461217,10.960689647192003,10.97257022628173,10.985850410204874,10.997673698522886,11.01006330000001,11.019786156893757,11.031896156008619,11.042229744098288,11.053989482238846,11.062788818470523,11.074954886568369,11.085063050000016,11.096344016501858,11.106207797452125,11.115857395414041,11.125134444871453,11.138264739606965,11.1478527314783,11.158207198654857,11.167158714921948,11.175232997090726,11.186010776319767,11.19327352759075,11.202773271555067,11.206840595031267,11.213556062926854,11.220062600000025,11.22397346624507,11.230989626604178,11.237142946959814,11.243395716852298,11.248118601603815,11.250062500000029,11.254581258346398,11.258682267422,11.263230024619347,11.265062450000029,11.2668146413738,11.269344070058459,11.272601036281797,11.27448540430243,11.274807811811751,11.275950313797072,11.275791108980595,11.274616798533012,11.271881597002189,11.272753823806008,11.271454754997356,11.268867511702124,11.265062450000029,11.265062450000029,11.265062450000029,11.264796957909942,11.26218910138948,11.254797100476532,11.250062500000029,11.244395883594693,11.235062550000027,11.229943616979067,11.21849338248027,11.205062650000025,11.194709660138331,11.18102797784117,11.165423611877488,11.148977299383358,11.130062900000018,11.109365688151069,11.087117378116334,11.061590336644278,11.035928697326108,11.013206800400464,10.987989892215436,10.971907204497873,10.959007307849717,10.942543136712215,10.928116822069727,10.925196007572545,10.92095825908051
10.763809194819213,10.777211878001232,10.792880759755441,10.808467030506044,10.824605746198296,10.84073295314004,10.854209549706626,10.869030665624868,10.885453867859246,10.89793153920786,10.911839223404437,10.925577714412471,10.93957712867347,10.952003449513438,10.966400468696902,10.982486779812955,10.99506335000001,11.011104731145553,11.024797105452485,11.033791794440015,11.047059416543725,11.059325260674552,11.07060598178433,11.085063050000016,11.093104365735092,11.105187292365178,11.117768078781474,11.127164318661615,11.13829741738161,11.145848129423477,11.159276701647668,11.167859740169293,11.177556029556026,11.186511579048727,11.196211541589692,11.207660872987892,11.216759362438228,11.222430461377122,11.232328098595397,11.2413162567157,11.248792889975716,11.255859182155772,11.262584439152254,11.269847461226618,11.279742984589936,11.28984262475248,11.295608521382196,11.300774692741063,11.311682468478873,11.317088014669446,11.32339792525506,11.328783317546467,11.333388352426402,11.33790015411763,11.340199443531146,11.341426833007663,11.345414827706492,11.350814617183795,11.352719783098477,11.355783417035616,11.359220456160429,11.363349901013141,11.366952029166653,11.36679524096671,11.370062100000037,11.370062100000037,11.369100946593765,11.370062100000037,11.370062100000037,11.370062100000037,11.36907641954183,11.364540983524215,11.360446262430806,11.356663036059341,11.355062150000036,11.355062150000036,11.350869915963735,11.343230300206496,11.339843013069261,11.33138195385245,11.325062250000034,11.317675569975075,11.305720067615853,11.29506235000003,11.281066253110358,11.265062450000029,11.24939137699378,11.228961604025667,11.205062650000025,11.18149231201163,11.160062800000022,11.133281116900633,11.105921252290598,11.083332126811955,11.066402430155641,11.053772937804554,11.040080632367722,11.030854684412693,11.02760096583558,11.01212688671422
10.873969640699261,10.884847120313987,10.8972325440603,10.910719163308135,10.923910131603003,10.937412326867701,10.951131603014465,10.967215724403168,10.978718626227046,10.99506335000001,11.011636223874612,11.028192495280454,11.041374768003257,11.055958923820674,11.070063100000015,11.08504343108311,11.097855534646262,11.109769646764969,11.123104089949527,11.13486512527811,11.14506285000002,11.156734978246682,11.166833795455693,11.176036532715093,11.191833311587736,11.202568983763687,11.212858737456484,11.22474331382649,11.23272192914133,11.242146658707547,11.250062500000029,11.259609312465331,11.270543437467774,11.279603945943943,11.28760059827332,11.296764667441197,11.30710689588891,11.314490733730754,11.323875034624173,11.329403018652348,11.337781627181506,11.347938064697559,11.355062150000036,11.361367403863456,11.3700499275078,11.372090861901862,11.37777637554769,11.381462635473241,11.386655980919038,11.389782716990252,11.397660758023969,11.401186230302432,11.406590415473056,11.411575300500452,11.415061950000041,11.423116118300788,11.429614425418281,11.430061900000041,11.433533083756748,11.435411057951603,11.43991302044266,11.444847191191588,11.445061850000043,11.445061850000043,11.445061850000043,11.446508181858238,11.4458729089367,11.446402386990219,11.445061850000043,11.44537740856142,11.445061850000043,11.445061478912733,11.442125818151586,11.440281247204913,11.434840725634713,11.430061900000041,11.425942862646712,11.419827368977229,11.415061950000041,11.403429934022206,11.397786961595324,11.385305219744737,11.377590126745549,11.367329837521298,11.355062150000036,11.340062200000034,11.325062250000034,11.309684839589414,11.287014804040902,11.263230141718479,11.238511919766816,11.208068980541048,11.18219711032413,11.160062800000022,11.143327949372736,11.130062900000018,11.115062950000018,11.108057066397809,11.0971720779664,11.089042942714704
10.968617340271669,10.98322250528047,10.999962700028219,11.016007471206432,11.029531560267737,11.044612290128448,11.06235647466254,11.078951479393067,11.091989258420938,11.104995910964472,11.119346258149228,11.131984348082876,11.142199208939369,11.15421934429485,11.16565761510527,11.175951104014418,11.187617527843004,11.197087571046174,11.206938175442918,11.220742745683884,11.233437036919613,11.246052222687323,11.25402756599422,11.265062450000029,11.27650974544708,11.286068880719787,11.297543464461757,11.307674593412301,11.31660113978366,11.326466138408644,11.337709314493164,11.347316015082855,11.353174166234991,11.36466224971292,11.372227427067994,11.382766030703172,11.388881555992503,11.39587554063243,11.402633274062435,11.410460664376336,11.41752635984513,11.42755046650071,11.432964965510957,11.439546363162183,11.445061850000043,11.449842114242077,11.453853142873045,11.457617115728397,11.460568800812075,11.46612498842194,11.47202263029968,11.47403427816729,11.481181577502193,11.487455292885862,11.490061700000046,11.493831998007254,11.497511009632564,11.502923949150304,11.505061650000046,11.50798734261256,11.513281820372862,11.5178782380768,11.520061600000048,11.521180941615702,11.522232736124659,11.521542353952594,11.521347967789698,11.520061600000048,11.520061600000048,11.519428363735297,11.516082918375021,11.512148997273991,11.509126645414423,11.506720778001972,11.505061650000046,11.504987168614262,11.497370050239292,11.490061700000046,11.483980776752782,11.476926533295615,11.473452029916858,11.462281768925052,11.452650987652678,11.443036135889296,11.429586247059074,11.415061950000041,11.397384613132122,11.377403150952082,11.355062150000036,11.337051486762327,11.310062300000032,11.286534389480014,11.265062450000029,11.234941808779597,11.215898204489456,11.200298366653662,11.198755254764412,11.183661123234469,11.168678321631704,11.160520223763092
11.048728722857364,11.063818867067244,11.075603862276143,11.088394832037405,11.100437157428216,11.113898627836516,11.126161704682751,11.140950463098772,11.155037780450327,11.168601835598697,11.182268165480616,11.195294928776343,11.209968646709566,11.225126682023383,11.238997594910042,11.253447100800795,11.265526694686777,11.27742517957085,11.29200450573472,11.302175304542477,11.311466418894133,11.321196896894303,11.330311546199212,11.340062200000034,11.349712425916834,11.362215894863498,11.370465996909143,11.379325795088372,11.389408912214549,11.396907466679348,11.405575581794729,11.414983073517218,11.425123934691857,11.432074810621067,11.43841033244405,11.445236485668982,11.456379490896978,11.461304322393682,11.469559827385616,11.475813934308666,11.483513474328467,11.490248049880735,11.497921480560207,11.504921603015271,11.509851005701329,11.517160228154376,11.522192975036742,11.529227863824428,11.535035249791395,11.5387825380768,11.541961894090056,11.549348822605436,11.557288607687177,11.559564851653565,11.562248262773801,11.565567513201445,11.567846786894307,11.572533262635298,11.575801184435214,11.578201873792171,11.576250397538699,11.57508461473881,11.579313300181413,11.580061400000053,11.58073651829206,11.58355176907037,11.586184030374671,11.587601318514327,11.58760132012412,11.588674323554285,11.588831086140441,11.588433481644975,11.58428835898963,11.58162470798869,11.577698661175297,11.571315192410982,11.565061450000051,11.564723117624784,11.554276455878881,11.54882742200994,11.541350003203908,11.532740410894853,11.520061600000048,11.508691807640263,11.496247388969763,11.47845377392884,11.462662855104256,11.442535821083522,11.417768538002878,11.39377887903775,11.370062100000037,11.34578409083998,11.322710654779737,11.299231397345045,11.276491592428123,11.266864960864867,11.258679808091378,11.23911598107835,11.227485694585386,11.229585112769502
11.110417233209992,11.126828133702169,11.138332746719586,11.153401056715353,11.162125192436653,11.177034649122463,11.191295474123464,11.205062650000025,11.218447839454097,11.232541154314644,11.246582859122878,11.260381932272844,11.27527376544127,11.286121560617024,11.296990551381223,11.30976214006074,11.322413869574394,11.335331715603916,11.348277617661248,11.361876392927483,11.373216157695637,11.385062050000037,11.395909030017421,11.406566207046852,11.418019734913077,11.42783664169739,11.43918874482863,11.450474156126104,11.459428462640643,11.465436616531209,11.475061750000044,11.48490049852911,11.492727020356943,11.501277367763485,11.50709350485929,11.51604569775049,11.526385145050755,11.533445805140735,11.540359436911553,11.547734255954582,11.552983863950104,11.560999402358973,11.567468612286348,11.573249070087853,11.578351055750895,11.581683722843307,11.589940114075471,11.594163710321563,11.599440235146016,11.605801907529276,11.610061300000055,11.617498939173773,11.621665659722622,11.625061250000057,11.62510933966723,11.625687808169857,11.630076863357582,11.635277566492752,11.638166354809163,11.640061200000057,11.643789978253027,11.64607560669527,11.6478884007019,11.650128117307904,11.650956317009506,11.64776153316905,11.645979236637729,11.64540879146483,11.645683056018854,11.646791410870085,11.645050391681597,11.640711386955383,11.640061200000057,11.639730138605175,11.63838642585391,11.632320066377714,11.625698592254508,11.625061250000057,11.617257418462762,11.610061300000055,11.599766094819339,11.58886205177827,11.578356922338198,11.566156679375725,11.55314326066783,11.535935702395859,11.520375613390282,11.505061650000046,11.482862341208458,11.460061800000043,11.430061900000041,11.400287341691865,11.37653739174458,11.352801923753988,11.325062250000034,11.319673131490926,11.309644602756974,11.292925616269812,11.281559780373973,11.273200074963908
11.167661291979345,11.180374084588115,11.194430828271614,11.209743922786867,11.220951764770664,11.234760803221919,11.24812945742892,11.262293101726033,11.275221117288405,11.291335506427727,11.302817205705916,11.314951617248555,11.328005503246095,11.34239102036335,11.354591377422487,11.367129649689174,11.379523948042573,11.392802344384483,11.406206163436893,11.414906203463463,11.426769012968016,11.43823047826766,11.450661894414292,11.460827172964759,11.47479833532606,11.481615564707077,11.494072745322628,11.507434787161776,11.518625801853718,11.527988535215018,11.536305232960004,11.546117206817396,11.554037727579798,11.564182565443957,11.57086507622595,11.579992419738296,11.589280774593893,11.59510150367481,11.600262605218852,11.609442450302879,11.613032913038401,11.617957847647146,11.624252422293429,11.629071599321989,11.637852855016046,11.643099557425016,11.65148246062754,11.655329136225637,11.662572725775059,11.667203251757591,11.670061100000058,11.673652468271237,11.677592867803018,11.68506105000006,11.686711556771131,11.689895931213634,11.692284572757792,11.697527587288036,11.700061000000062,11.700061000000062,11.700061000000062,11.70061275052103,11.700061000000062,11.703124449816961,11.705598816670378,11.706084848696344,11.706271236495528,11.704852499682213,11.702405038091218,11.700061000000062,11.700061000000062,11.698250547881779,11.697512639925865,11.692153978588273,11.68901640771692,11.68506105000006,11.678426145005307,11.671030196153893,11.665702431467913,11.65556622826258,11.653930483354879,11.6421616470112,11.628621246339316,11.615191201098359,11.601636574312106,11.58817375702029,11.572336232834965,11.55077981818263,11.526428953528196,11.504933835167163,11.476560525709672,11.4521082847411,11.421650079350524,11.39626138076266,11.376679664297251,11.370062100000037,11.35826305932731,11.339756454784371,11.329083806574522,11.329464745842596
