R(variables[0]=0.8),R(variables[0]=0.8131313131313131),R(variables[0]=0.8262626262626263),R(variables[0]=0.8393939393939395),R(variables[0]=0.8525252525252526),R(variables[0]=0.8656565656565657),R(variables[0]=0.8787878787878789),R(variables[0]=0.891919191919192),R(variables[0]=0.9050505050505051),R(variables[0]=0.9181818181818182),R(variables[0]=0.9313131313131313),R(variables[0]=0.9444444444444445),R(variables[0]=0.9575757575757576),R(variables[0]=0.9707070707070707),R(variables[0]=0.983838383838384),R(variables[0]=0.9969696969696971),R(variables[0]=1.0101010101010102),R(variables[0]=1.0232323232323233),R(variables[0]=1.0363636363636364),R(variables[0]=1.0494949494949495),R(variables[0]=1.0626262626262628),R(variables[0]=1.0757575757575757),R(variables[0]=1.088888888888889),R(variables[0]=1.1020202020202021),R(variables[0]=1.1151515151515152),R(variables[0]=1.1282828282828283),R(variables[0]=1.1414141414141414),R(variables[0]=1.1545454545454548),R(variables[0]=1.1676767676767676),R(variables[0]=1.180808080808081),R(variables[0]=1.193939393939394),R(variables[0]=1.2070707070707072),R(variables[0]=1.2202020202020203),R(variables[0]=1.2333333333333334),R(variables[0]=1.2464646464646465),R(variables[0]=1.2595959595959596),R(variables[0]=1.272727272727273),R(variables[0]=1.2858585858585858),R(variables[0]=1.2989898989898991),R(variables[0]=1.3121212121212122),R(variables[0]=1.3252525252525253),R(variables[0]=1.3383838383838385),R(variables[0]=1.3515151515151516),R(variables[0]=1.3646464646464649),R(variables[0]=1.3777777777777778),R(variables[0]=1.390909090909091),R(variables[0]=1.4040404040404042),R(variables[0]=1.4171717171717173),R(variables[0]=1.4303030303030304),R(variables[0]=1.4434343434343435),R(variables[0]=1.4565656565656566),R(variables[0]=1.4696969696969697),R(variables[0]=1.482828282828283),R(variables[0]=1.495959595959596),R(variables[0]=1.5090909090909093),R(variables[0]=1.5222222222222224),R(variables[0]=1.5353535353535355),R(variables[0]=1.5484848484848486),R(variables[0]=1.5616161616161617),R(variables[0]=1.574747474747475),R(variables[0]=1.587878787878788),R(variables[0]=1.6010101010101012),R(variables[0]=1.6141414141414143),R(variables[0]=1.6272727272727274),R(variables[0]=1.6404040404040405),R(variables[0]=1.6535353535353536),R(variables[0]=1.6666666666666667),R(variables[0]=1.6797979797979798),R(variables[0]=1.6929292929292932),R(variables[0]=1.706060606060606),R(variables[0]=1.7191919191919194),R(variables[0]=1.7323232323232325),R(variables[0]=1.7454545454545456),R(variables[0]=1.7585858585858587),R(variables[0]=1.7717171717171718),R(variables[0]=1.7848484848484851),R(variables[0]=1.797979797979798),R(variables[0]=1.8111111111111113),R(variables[0]=1.8242424242424244),R(variables[0]=1.8373737373737375),R(variables[0]=1.8505050505050507),R(variables[0]=1.8636363636363638),R(variables[0]=1.8767676767676769),R(variables[0]=1.88989898989899),R(variables[0]=1.903030303030303),R(variables[0]=1.9161616161616164),R(variables[0]=1.9292929292929295),R(variables[0]=1.9424242424242426),R(variables[0]=1.9555555555555557),R(variables[0]=1.9686868686868688),R(variables[0]=1.981818181818182),R(variables[0]=1.994949494949495),R(variables[0]=2.008080808080808),R(variables[0]=2.0212121212121215),R(variables[0]=2.034343434343435),R(variables[0]=2.0474747474747477),R(variables[0]=2.0606060606060606),R(variables[0]=2.073737373737374),R(variables[0]=2.086868686868687),R(variables[0]=2.1)
7.17407639259648,7.199846065857262,7.225615739118044,7.251385412378825,7.276999448246642,7.300840272365691,7.324681096484741,7.34852192060379,7.37236274472284,7.39714448163918,7.422376172677561,7.447607863715941,7.472839554754321,7.496870799761908,7.5197718639122115,7.542672928062515,7.565573992212819,7.586734786167381,7.607119829537789,7.627335772126653,7.647551714715518,7.668815694649735,7.690229109370911,7.711642524092087,7.731837158350252,7.74998080747181,7.768124456593369,7.786338563641202,7.805552819331749,7.824767075022295,7.843981330712841,7.8642631657222335,7.884609362720478,7.904955559718722,7.921137755979091,7.937295643092529,7.953650105519781,7.970747700723473,7.987247336050309,7.999969641581703,8.013113856754417,8.026948448527087,8.047106017072982,8.06356203869048,8.083610550501653,8.098213866424263,8.106792423104766,8.114492082113554,8.130079380187468,8.14572389762997,8.154263433520274,8.165824076724752,8.183813156016166,8.196248118084133,8.205753129452852,8.215722829353954,8.225986797123147,8.23655138094861,8.247586775187775,8.259065638873084,8.265072449999979,8.26832430225215,8.28120953791339,8.29469479372558,8.295072349999979,8.308677790292986,8.310072299999979,8.310072299999979,8.313105343965544,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.325072249999979,8.310772791148407,8.310072299999979,8.302563733018617,8.291476223606734,8.273401240527273,8.250072499999979,8.220072599999979,8.175072749999979,8.113004604756997,8.188691170571104,8.23695908640027,8.338657308832763,8.412004549655066,8.400071999999977,8.556424882092045,8.51715893499069,8.670071099999976,8.73215105555791,8.805070649999976,8.775070749999976,8.835070549999976,8.932219089953556,9.073731917102501,8.997061644102462,9.109815596165324
10.244527600743911,10.264243687314979,10.284489730369456,10.304248847071314,10.325858641213847,10.347657530984234,10.368379475453082,10.389017529588674,10.409462503986195,10.428924316197936,10.449649025187885,10.468565815775104,10.48760050394213,10.504271531059796,10.52159563492841,10.539036863362297,10.556429059546456,10.574023080074076,10.595233315964268,10.614771173470489,10.630551124224382,10.645366201433946,10.661296370483386,10.676591138235441,10.691051075225747,10.707641938859709,10.722681008604319,10.7369300202662,10.75277172456998,10.765477834606259,10.7792321352571,10.790405759194849,10.804818132102916,10.816510571737144,10.828907230929184,10.839840145087596,10.848863920809409,10.861891490220623,10.87506375,10.88236883469971,10.891083677478731,10.902144660918529,10.914229466619746,10.921580502312263,10.932212509253116,10.940267241496649,10.948953058565364,10.955778049350709,10.964647043399582,10.972446856758856,10.980063400000008,10.987720053633396,10.99506335000001,11.001082846252517,11.006795176110518,11.01006330000001,11.014847546753415,11.021260211423956,11.025063250000011,11.030342145280484,11.034855240115633,11.039639537543358,11.040063200000013,11.044005386714435,11.045585536926119,11.0473404900827,11.04548381558815,11.046532325331325,11.046479218619803,11.049612450332368,11.048630490859276,11.044794780334414,11.040679424335979,11.039900852419565,11.036327775478759,11.029781207665325,11.025063250000011,11.020868383778762,11.01006330000001,11.000021207173273,10.993165381159514,10.982721520709498,10.972198770076538,10.959405266929897,10.943743877681307,10.924635937168977,10.908189806231066,10.885707426061142,10.862093836380234,10.835050283540212,10.815063949999995,10.786589230088655,10.756295943202012,10.732729003776845,10.711067361687046,10.694336241075977,10.681894878039937,10.662592329943285,10.660072823654584,10.657895307407994
10.429709286980666,10.449175871872068,10.47110471797707,10.492113198442592,10.511479026794406,10.529247679918084,10.547858903167326,10.567153665206144,10.584983909189946,10.602534813586175,10.62108261656951,10.638147219721109,10.656431002755005,10.67232364191502,10.688820546585866,10.703763814960695,10.716890516024938,10.732161126607474,10.74896521141815,10.765839823586798,10.78295941690673,10.79847867416671,10.814424798786515,10.828383055985835,10.842747684430403,10.85533124155748,10.869635163324013,10.882798603018301,10.896995282404673,10.912429214638438,10.92744882749066,10.942015654491573,10.953906776196071,10.965594045762744,10.980063400000008,10.99297930633051,11.0021120621555,11.013190795937458,11.021883615109198,11.030049528762135,11.041500118441743,11.051861050222406,11.060565295668734,11.069768512068508,11.077865069320962,11.085257975650256,11.09309255387651,11.101182986212477,11.109288554920235,11.115062950000018,11.121083287092981,11.12930843191609,11.13552467321673,11.143335686714009,11.147309340231958,11.153051383001978,11.158538417749893,11.162551108436286,11.167141179665773,11.173646509414853,11.175062750000022,11.178270215002456,11.181640937597955,11.185759022239449,11.189356978965508,11.190062700000023,11.190062700000023,11.190062700000023,11.190062700000023,11.190062700000023,11.190062700000023,11.190062700000023,11.189801076870724,11.186082064209078,11.181858029512778,11.175062750000022,11.174997532018175,11.1666638783415,11.160062800000022,11.154754410605426,11.14506285000002,11.1386809551859,11.130062900000018,11.11536827541052,11.10573096490493,11.094590806791961,11.07653805072351,11.057535137116117,11.039541066432227,11.017490140617076,10.995387157180962,10.969795810655226,10.94563419439178,10.920161210861794,10.901450171426934,10.892132118626854,10.881465544875246,10.86024624466776,10.864295366536618,10.862012892408007
10.571406177477556,10.589319939692745,10.606931644539108,10.625762956914551,10.643093803288771,10.658553547157497,10.675132840094065,10.691942478011336,10.708203347550002,10.723892147207502,10.74102679024624,10.759126328888259,10.773708102479942,10.789610704398893,10.80537980279315,10.823560498021065,10.84111695233886,10.855749224955257,10.870202813368085,10.882984277196432,10.899587682912628,10.914105427028705,10.927785521276473,10.940781559088093,10.952891960868866,10.965063450000006,10.978664256604205,10.989746762735532,11.00546301713962,11.015578072813788,11.02935875585319,11.041122537055857,11.053127272284133,11.06467307503246,11.075517807307849,11.085063050000016,11.0955897337865,11.106901265774587,11.117488914063363,11.129550481886518,11.139237403292295,11.148052975494743,11.15767093399504,11.165987360840406,11.175062750000022,11.18154120209673,11.190062700000023,11.196420863398735,11.205062650000025,11.213463599771238,11.222492447141986,11.227986127728725,11.232999718930198,11.236568050823097,11.244798233611167,11.250062500000029,11.253926241523898,11.259496353061222,11.264881869687398,11.265615378217753,11.269955910189978,11.275138768073596,11.28006240000003,11.28006240000003,11.280658970040678,11.283923315406954,11.28316242799574,11.284968327017689,11.283774885706151,11.28515015133163,11.286360411003239,11.284839509249256,11.28225749536887,11.28006240000003,11.28006240000003,11.279579804421475,11.278995047487166,11.27417176840915,11.269772620651256,11.265062450000029,11.259255643836816,11.250062500000029,11.244031769016146,11.235062550000027,11.22125026975391,11.208063123320663,11.19291647330685,11.175700243638255,11.158790124776187,11.1345634676128,11.114685854706634,11.0915937644119,11.070145138435809,11.046068337446258,11.02940576082973,11.014733914048799,11.006756353619402,10.992304478777758,10.990580309026726,10.980748754951637
10.680786199848011,10.698868771103347,10.716147696661787,10.738292265757483,10.753845335057953,10.771681150596198,10.789249715919475,10.804060843654307,10.820192867400051,10.834493872251544,10.850319860837796,10.866757012541758,10.88493609415319,10.899247021143884,10.914098941386642,10.925282167145099,10.937882820150076,10.950731612240721,10.961771547605277,10.977842828287638,10.9914580856359,11.001456370163966,11.016452340609884,11.030298565268776,11.042799950825124,11.05469357035284,11.066729266029613,11.081759370553964,11.09185063061298,11.10377132727355,11.115136107540126,11.128672468808293,11.139184869497495,11.151945627239204,11.160762495040688,11.17125455861153,11.180958931804975,11.190259340214205,11.19992168856128,11.209759813671173,11.218478295137766,11.227755421776639,11.235062550000027,11.24391065263829,11.25287980292517,11.262681999177966,11.271578611771691,11.28006240000003,11.288172115687182,11.29730484279505,11.305211421391531,11.310062300000032,11.318026413021503,11.324810044614832,11.329199786825045,11.333083405568571,11.337606585838005,11.340062200000034,11.344110130535432,11.350537671274603,11.353091010193483,11.357494374818398,11.361512240076749,11.362992459206957,11.365349471753943,11.369989773432874,11.370062100000037,11.370348968545365,11.371614661956945,11.371090424248653,11.37077274682349,11.370424157083363,11.370062100000037,11.370062100000037,11.36942691158829,11.364903571748927,11.361567917709026,11.356772878889352,11.355062150000036,11.351419394248854,11.341320146279822,11.337198902340878,11.329519226144777,11.320492924581853,11.309794173864137,11.29506235000003,11.28006240000003,11.265062450000029,11.246916206312651,11.228277245471668,11.206106230462854,11.182448328673676,11.16354656729851,11.140893565811838,11.124335619848704,11.111793217194592,11.09827774381379,11.08879635068294,11.079501746381355,11.071742253433355
10.78085541541271,10.795268444347949,10.81389889926839,10.829006041117971,10.8465327103617,10.8633449817115,10.875895668586057,10.891856139956081,10.90643063786133,10.920081044960344,10.937700507688696,10.956202950270384,10.970781341090488,10.98781684855865,11.000016303206671,11.012274239012783,11.025091011610938,11.039291463137888,11.054285689836705,11.070231536448077,11.085063050000016,11.09746763411951,11.108268791716496,11.120390247005085,11.133885633840729,11.145916156543851,11.158542880777683,11.170778685318423,11.18274490643986,11.19328641751321,11.205619589441826,11.216567299506927,11.226094771054802,11.235570922962934,11.2474011994271,11.255925932267544,11.264856945823665,11.275865606028,11.285942598021654,11.29596259608405,11.305102943959904,11.314452956543017,11.322340144476529,11.328035693578842,11.334365412547765,11.341882465684526,11.35011127910549,11.358897418560126,11.366064634550032,11.370062100000037,11.376220354424424,11.384282726521256,11.388525289907644,11.395428754524572,11.40006200000004,11.40666421038833,11.413562869846496,11.415061950000041,11.418647883355094,11.425239677165088,11.430061900000041,11.431394639604623,11.43512070233478,11.440074551400622,11.441996625166254,11.445061850000043,11.445061850000043,11.445061850000043,11.445061850000043,11.445188432816582,11.445061850000043,11.445061850000043,11.445061850000043,11.445061850000043,11.44172983038452,11.438642104990732,11.434575240698765,11.430519405976185,11.430061900000041,11.423554956560432,11.415061950000041,11.409454060963228,11.400799555261017,11.391234497240248,11.38102010508086,11.370062100000037,11.355114533665942,11.343846737822084,11.328432230616437,11.310018770378154,11.284749633966348,11.261325675411735,11.239305821249589,11.216599885201383,11.200577381289396,11.189802259322805,11.17925745398553,11.167472179707925,11.154626623836103,11.143389604738886
10.87042018486604,10.885103001539232,10.89869068744213,10.914414912655797,10.92921893781641,10.946332438777441,10.960699722643069,10.977557735992988,10.993085617667559,11.009317302353331,11.025063250000011,11.040063200000013,11.055152013745305,11.069900300348136,11.08299999684221,11.0966752501771,11.110418274147532,11.124963343564735,11.13916012989158,11.152686148425364,11.166351105631007,11.17698958494692,11.19002329598186,11.201209039504997,11.212285665424377,11.226111077372158,11.235808193182075,11.249216790933295,11.261438300693392,11.271320061995945,11.282907641811295,11.29296430325184,11.303724903074686,11.313759104323157,11.325062250000034,11.336367566545505,11.345133272455358,11.356496678725556,11.36527205544591,11.372590462794143,11.380960283717274,11.388039862136617,11.396706133733838,11.40335559730467,11.41195709015101,11.417355091203358,11.423936907354365,11.430061900000041,11.43563018915438,11.441055189450035,11.446401373501518,11.453893942031474,11.458649919445785,11.464094595183573,11.470519530325852,11.475061750000044,11.48028696041775,11.484402823283967,11.489710004713684,11.492666408347228,11.49666318054708,11.499343621772736,11.50318655427188,11.505061650000046,11.506015819703794,11.507819527662518,11.510351167195541,11.511042288017423,11.509469385673016,11.507579524954966,11.509144296308873,11.506417746793863,11.505411809422203,11.505061650000046,11.505061650000046,11.505061650000046,11.500464117373218,11.493665223933656,11.490061700000046,11.48540532771871,11.481144490066702,11.475061750000044,11.467684489039147,11.460061800000043,11.447953283077442,11.434988956003428,11.419264667222093,11.405496147619017,11.385062050000037,11.370062100000037,11.3483770708671,11.330827485067816,11.310062300000032,11.290708641400837,11.268302733926959,11.257450352730677,11.244600534735966,11.23127707668836,11.21661809082059,11.206489285521195
10.940854277084524,10.961287528863009,10.97870593138623,10.996775608049099,11.013423046449153,11.030954974558652,11.045659671389469,11.060008288770009,11.075774850715334,11.092518111776613,11.1064478708523,11.11913019010315,11.132028434321589,11.145113523450604,11.159327684772489,11.174496450091905,11.188515724125134,11.199900702545431,11.210050094473887,11.221850680809716,11.236168652359371,11.248892924108107,11.26181144707256,11.272995709482647,11.284478272527325,11.296747169292534,11.308114188931448,11.318249376596956,11.33152484433053,11.340520421120079,11.351012530637277,11.360165464330036,11.372939448176439,11.384019628727238,11.39143832749508,11.39956357437634,11.408185488729615,11.416882553356329,11.425971341725948,11.434840279034086,11.444497381362611,11.45165383036603,11.459503215194887,11.465792334191525,11.474198202021087,11.481153548913545,11.486352973996002,11.492458890520751,11.499932945701003,11.505061650000046,11.513114884180089,11.516196999127752,11.520061600000048,11.525539060293521,11.53071845550609,11.53506155000005,11.539129508265306,11.545698427922407,11.548018689847751,11.550593907298413,11.55514646463814,11.558796624385698,11.560067769893855,11.563714208473543,11.565061450000051,11.567905803545314,11.570671619301676,11.574332184108476,11.57666764030152,11.57700138175651,11.575586205232254,11.576573066678693,11.574528999326427,11.569406754964607,11.568343430618773,11.565061450000051,11.561263080779913,11.559116530874444,11.551913394645364,11.548659424199881,11.54391770420998,11.53506155000005,11.528368598984493,11.518370935132227,11.505664844805448,11.492793959361492,11.479534291495792,11.468210047223765,11.446677048619733,11.427533107747871,11.407501953032172,11.385062050000037,11.362805797597828,11.340062200000034,11.315765545241883,11.310062300000032,11.29656419047307,11.281869749179794,11.27013687714994,11.265062450000029
11.012672712828527,11.028123457609981,11.044860320518398,11.060358931135902,11.073741180750671,11.090069502231573,11.104274528744721,11.1191381109669,11.134594883400984,11.148227336684045,11.163700627352394,11.177407436911611,11.193594726368959,11.20991820046376,11.222676589759992,11.235062550000027,11.251162504252193,11.265135270057389,11.276690467234982,11.287810817085427,11.299891158683312,11.310074040694353,11.323007466544846,11.333293497670052,11.341186185443279,11.355340818875181,11.366673499051918,11.37623301757282,11.387510600669264,11.397766119322826,11.410854996266503,11.419924591421697,11.429538383362162,11.439617692780525,11.446877565985446,11.455280166297632,11.46550196190409,11.474694207962191,11.482161950592644,11.4918066328702,11.500935004933071,11.507388531853808,11.515514530226184,11.524201892347856,11.532178602681585,11.540224608382543,11.54712540163953,11.552502762948777,11.562422423126266,11.567933546528215,11.573107975043605,11.577074629874637,11.582542212413367,11.588696996159658,11.595061350000053,11.598927434260915,11.60333535761344,11.604816201882107,11.607685429134927,11.610338753074213,11.61307360387597,11.617024464166201,11.62129607614626,11.622323125816196,11.625061250000057,11.625061250000057,11.625061250000057,11.625150364334287,11.625061250000057,11.62724806262327,11.627770975933958,11.62731955489919,11.625940006511922,11.625761647532524,11.625061250000057,11.62299431148292,11.619345359207998,11.614354291832546,11.610878470002183,11.607203750524883,11.595873956303755,11.588242793241637,11.580061400000053,11.571261283362473,11.558786543644045,11.547943608012856,11.533807817097893,11.520061600000048,11.501902727038233,11.480985233315327,11.460061800000043,11.434125629613135,11.411713388317551,11.387229778719597,11.370062100000037,11.361202903178874,11.350600270802527,11.334894539753932,11.325052041917102,11.316689189475452
11.07050036180856,11.085063050000016,11.101812391033839,11.118010033981353,11.133456510358283,11.147387741526748,11.161952935220103,11.17776293880404,11.191535891536457,11.205203404015935,11.221991129052821,11.23660207906158,11.249588608856671,11.264541562826016,11.276671065464912,11.28929464067232,11.302125292438644,11.315059355702829,11.32782188002711,11.340237931682863,11.353364944504822,11.368077198417366,11.379508397593153,11.392887008127213,11.403282280297743,11.415061950000041,11.427254996309493,11.436176338113569,11.445061850000043,11.454715923160146,11.463792343337655,11.474655145614006,11.483432054751074,11.494410606894737,11.504143589210122,11.515417912237181,11.526399513716935,11.535273103399671,11.545992823085262,11.552318068536707,11.560603612372557,11.568633317749983,11.576555596302425,11.58358003158215,11.589663795367674,11.595765819474122,11.601206188732018,11.608403860826392,11.61491026255212,11.623897044518138,11.62862859287671,11.635043593527685,11.640061200000057,11.64459975923936,11.650233493956954,11.655061150000058,11.65542098351798,11.660267050601123,11.664105477993846,11.669775021849649,11.670061100000058,11.670478545003789,11.670818608627238,11.670883924613502,11.671351061600536,11.676217896762928,11.676538744843329,11.678316861000031,11.67891242053622,11.67836469896396,11.675931714828167,11.67582024501709,11.674411657248895,11.67140789945841,11.670061100000058,11.670061100000058,11.66709974085816,11.662245071946119,11.655061150000058,11.651871183340344,11.643073773824634,11.63573561353844,11.625271838862764,11.614984707095218,11.604280873936032,11.593145298145343,11.580061400000053,11.565061450000051,11.545735858614568,11.527578768682233,11.505061650000046,11.483043383668294,11.460061800000043,11.438045067550354,11.418749747322428,11.410000125795083,11.39546825378359,11.379830026042008,11.372330058999031,11.360444957841151
